    Finished `test` profile [unoptimized] target(s) in 0.18s
     Running unittests src/lib.rs (/workspace/target/debug/deps/atuin_common-8cf6c9c650a85a28)
test slice::tests::test_sorted_deduped_slice_comparer::case_12::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_13::_stack_size_1____0_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_12::_stack_size_6____5_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_13::_stack_size_2____1_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_13::_stack_size_4____3_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_13::_stack_size_5____4_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_13::_stack_size_3____2_ ... ok
test slice::tests::test_sorted_deduped_slice_comparer::case_13::_stack_size_6____5_ ... ok
test string::bounded_buffer::tests::a_zero_limit_keeps_nothing_but_still_reports_the_cut ... ok
test string::bounded_buffer::tests::clear_forgets_the_dropped_middle ... ok
test slice::tests::partition_dedup_permutes_the_input ... ok
test string::bounded_buffer::tests::keeps_as_much_as_it_can ... ok
test string::bounded_buffer::tests::keeps_everything_that_fits::case_1_empty ... ok
test string::bounded_buffer::tests::keeps_everything_that_fits::case_2_one_write ... ok
test string::bounded_buffer::tests::keeps_everything_that_fits::case_3_several_writes ... ok
test string::bounded_buffer::tests::keeps_everything_that_fits::case_4_exactly_the_limit ... ok
test string::bounded_buffer::tests::keeps_everything_that_fits::case_5_exactly_the_limit_in_pieces ... ok
test string::bounded_buffer::tests::keeps_everything_that_fits::case_6_spills_into_the_end_portion ... ok
test string::bounded_buffer::tests::keeps_the_start_and_the_end::case_1_one_byte_over ... ok
test string::bounded_buffer::tests::keeps_the_start_and_the_end::case_2_far_over ... ok
test string::bounded_buffer::tests::keeps_the_start_and_the_end::case_3_overflows_part_way ... ok
test string::bounded_buffer::tests::keeps_the_start_and_the_end::case_4_byte_at_a_time ... ok
test string::bounded_buffer::tests::keeps_the_start_and_the_end::case_5_full_then_more ... ok
test string::bounded_buffer::tests::chunking_does_not_matter ... ok
test string::bounded_buffer::tests::never_splits_a_character::case_1_does_not_fit_in_the_start ... ok
test string::bounded_buffer::tests::never_splits_a_character::case_2_does_not_fit_in_the_end ... ok
test string::bounded_buffer::tests::never_splits_a_character::case_3_fits_the_end_exactly ... ok
test string::bounded_buffer::tests::keeps_a_prefix_and_a_suffix ... ok
test string::bounded_buffer::tests::one_huge_write_is_capped_like_many_small_ones ... ok
test string::bounded_buffer::tests::take_hands_over_the_contents_and_resets ... ok
test string::bounded_buffer::tests::clear_resets_the_buffer ... ok
test string::bounded_buffer::tests::the_end_portion_is_a_sliding_window ... ok
test secrets::tests::planted_credentials_go_and_their_surroundings_stay ... ok
test string::bounded_buffer::tests::writes_always_succeed ... ok
test string::bounded_buffer::tests::never_exceeds_the_limit ... ok
test string::bounded_buffer::tests::reports_a_dropped_middle_exactly_when_data_was_dropped ... ok
test string::bounded_buffer::tests::take_resets_the_buffer ... ok
test string::bounded_buffer::tests::zero_sided_limits::case_1_no_end_kept ... ok
test string::bounded_buffer::tests::zero_sided_limits::case_2_no_start_kept ... ok
test string::bounded_buffer::tests::zero_sided_limits::case_3_nothing_kept ... ok
test string::escape_non_printable_posix_ext::tests::escapes_all_c0_controls_as_caret ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_01_plain_text_unchanged ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_02_two_words_unchanged ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_03_multibyte_unicode_preserved_around_escaped_control ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_04_esc_0x1b ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_05_tab_0x09 ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_06_nul_0x00 ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_07_del_0x7f ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_08_c1_control_0x80 ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_09_single_char_csi_0x9b ... ok
test string::escape_non_printable_posix_ext::tests::escapes_as_cat_v::case_10_c1_control_0x9f ... ok
test string::bounded_buffer::tests::the_limits_decide_whether_anything_is_dropped ... ok
test string::non_nul_str::tests::deserialize_rejects::case_1_embedded_nul ... ok
test string::non_nul_str::tests::deserialize_rejects::case_2_non_string ... ok
test string::non_nul_str::tests::deserializes_nul_free_string ... ok
test string::non_nul_str::tests::rejects_strings_with_nul::case_1_interior ... ok
test string::non_nul_str::tests::rejects_strings_with_nul::case_2_trailing ... ok
test string::escape_non_printable_posix_ext::tests::control_free_input_is_borrowed ... ok
test string::non_nul_str::tests::rejects_strings_with_nul::case_3_leading ... ok
test string::non_nul_str::tests::rejects_strings_with_nul::case_4_first_of_many ... ok
test string::non_nul_str::tests::serializes_as_plain_string ... ok
test string::bounded_buffer::tests::writes_never_fail ... ok
test string::non_nul_str::tests::wraps_nul_free_strings::case_1 ... ok
test string::non_nul_str::tests::wraps_nul_free_strings::case_2 ... ok
test string::non_nul_str::tests::wraps_nul_free_strings::case_3 ... ok
test string::non_nul_str::tests::wraps_nul_free_strings::case_4 ... ok
test string::normalize::tests::boundary_cases ... ok
test string::normalize::tests::general ... ok
test string::normalize::tests::invisible_chars ... ok
test string::normalize::tests::unchanged_outside_blocks ... ok
test string::tests::format_safe_redacts::case_1_redacts_password ... ok
test string::tests::format_safe_redacts::case_2_passwordless_unchanged ... ok
test string::tests::format_safe_redacts::case_3_empty_password_dropped ... ok
test string::tests::normalize_diacritics_borrows_when_unchanged::case_1_empty ... ok
test string::tests::normalize_diacritics_borrows_when_unchanged::case_2_plain_ascii ... ok
test string::tests::normalize_diacritics_borrows_when_unchanged::case_3_unmappable ... ok
test string::tests::normalizes_diacritics::case_1_empty ... ok
test string::tests::normalizes_diacritics::case_2_ascii_unchanged ... ok
test string::tests::normalizes_diacritics::case_3_accented ... ok
test string::tests::normalizes_diacritics::case_4_keeps_unmappable ... ok
test string::tests::normalizes_diacritics::case_5_position_preserved ... ok
test string::tests::truncate_chars_returns_the_original_slice_when_it_fits ... ok
test string::tests::truncates_by_char_count::case_1_under_budget ... ok
test string::tests::truncates_by_char_count::case_2_exact_budget ... ok
test string::tests::truncates_by_char_count::case_3_over_budget ... ok
test string::tests::truncates_by_char_count::case_4_zero ... ok
test string::tests::truncates_by_char_count::case_5_empty ... ok
test string::tests::truncates_by_char_count::case_6_multibyte_cut ... ok
test string::tests::truncates_by_char_count::case_7_multibyte_kept ... ok
test string::trim::tests::a_stateful_pattern_is_reused_rather_than_consumed ... ok
test string::escape_non_printable_posix_ext::tests::escaping_is_idempotent ... ok
test string::escape_non_printable_posix_ext::tests::output_never_contains_control_chars ... ok
test string::non_nul_str::tests::validates_against_nul ... ok
test string::non_nul_str::tests::serde_round_trip ... ok
test string::trim::tests::agrees_with_str_trim_end_matches ... ok
test string::trim::tests::agrees_with_str_trim ... ok
test string::trim::tests::agrees_with_str_trim_end ... ok
test string::trim::tests::handles_multibyte_characters::case_1_multibyte_pattern ... ok
test string::trim::tests::handles_multibyte_characters::case_2_multibyte_content_preserved ... ok
test string::trim::tests::handles_multibyte_characters::case_3_multibyte_content_all_trimmed ... ok
test string::trim::tests::one_sided_trims_handle_multibyte_characters::case_1_multibyte_pattern ... ok
test string::trim::tests::one_sided_trims_handle_multibyte_characters::case_2_multibyte_content_preserved ... ok
test string::trim::tests::one_sided_whitespace_trims_match_str::case_1_ascii_whitespace ... ok
test string::trim::tests::one_sided_whitespace_trims_match_str::case_2_unicode_whitespace ... ok
test string::trim::tests::one_sided_whitespace_trims_match_str::case_3_nothing_to_trim ... ok
test string::trim::tests::trim_in_place_matches_str_trim::case_1_ascii_whitespace ... ok
test string::trim::tests::trim_in_place_matches_str_trim::case_2_unicode_whitespace ... ok
test string::trim::tests::trim_in_place_matches_str_trim::case_3_interior_kept ... ok
test string::trim::tests::trim_in_place_matches_str_trim::case_4_nothing_to_trim ... ok
test string::trim::tests::trims_a_char_array_pattern::case_1_blank_lines_and_spaces ... ok
test string::trim::tests::trims_a_char_array_pattern::case_2_mixed_run ... ok
test string::trim::tests::trims_a_char_array_pattern::case_3_interior_newline_kept ... ok
test string::trim::tests::trims_a_char_pattern::case_1_both_ends ... ok
test string::trim::tests::trims_a_char_pattern::case_2_leading_only ... ok
test string::trim::tests::trims_a_char_pattern::case_3_trailing_only ... ok
test string::trim::tests::trims_a_char_pattern::case_4_interior_kept ... ok
test string::trim::tests::trims_a_char_pattern::case_5_no_match ... ok
test string::trim::tests::trims_a_char_pattern::case_6_all_pattern ... ok
test string::trim::tests::trims_a_char_pattern::case_7_empty ... ok
test string::trim::tests::trims_a_char_pattern::case_8_single_char ... ok
test string::trim::tests::trims_a_closure_pattern::case_1_digits ... ok
test string::trim::tests::trims_a_closure_pattern::case_2_only_digits ... ok
test string::trim::tests::trims_a_closure_pattern::case_3_interior_digits_kept ... ok
test string::trim::tests::trims_a_closure_pattern::case_4_nothing_to_trim ... ok
test string::trim::tests::trims_a_str_pattern::case_1_str_pattern ... ok
test string::trim::tests::trims_a_str_pattern::case_2_repeated_str_pattern ... ok
test string::trim::tests::trims_a_str_pattern::case_3_partial_match_kept ... ok
test string::trim::tests::trims_only_the_requested_end::case_1_both_ends ... ok
test string::trim::tests::trims_only_the_requested_end::case_2_leading_only ... ok
test string::trim::tests::trims_only_the_requested_end::case_3_trailing_only ... ok
test string::trim::tests::trims_only_the_requested_end::case_4_interior_kept ... ok
test string::trim::tests::trims_only_the_requested_end::case_5_all_pattern ... ok
test string::trim::tests::trims_only_the_requested_end::case_6_empty ... ok
test string::trim::tests::trims_only_the_requested_end::case_7_nothing_to_trim ... ok
test sync::eager_future_cell::tests::computes_once_and_caches::case_1 ... ok
test sync::eager_future_cell::tests::computes_once_and_caches::case_2 ... ok
test sync::eager_future_cell::tests::constructs_from_a_handle_outside_the_runtime ... ok
test sync::eager_future_cell::tests::overwrite_replaces_an_already_completed_future ... ok
test sync::eager_future_cell::tests::overwrite_supersedes_a_slow_future ... ok
test sync::sharded_mutex::tests::both_flavours_are_send_and_sync_regardless_of_the_key ... ok
test string::trim::tests::agrees_with_str_trim_matches ... ok
test sync::sharded_mutex::tests::keys_on_different_shards_lock_independently ... ok
test sync::sharded_mutex::tests::keys_spread_across_shards ... ok
test sync::sharded_mutex::tests::the_blocking_flavour_locks_the_same_shard_for_the_same_key ... ok
test sync::sharded_mutex::tests::the_guard_hands_out_the_stored_value ... ok
test string::trim::tests::agrees_with_str_trim_start ... ok
test sync::sharded_mutex::tests::the_value_belongs_to_the_shard ... ok
test time::duration::tests::format_duration_shows_most_significant_unit::case_1_zero ... ok
test time::duration::tests::format_duration_shows_most_significant_unit::case_2_sub_second ... ok
test time::duration::tests::format_duration_shows_most_significant_unit::case_3_seconds ... ok
test time::duration::tests::format_duration_shows_most_significant_unit::case_4_minutes ... ok
test time::duration::tests::format_duration_shows_most_significant_unit::case_5_truncates_not_rounds ... ok
test time::duration::tests::saturating_from_nanos_i64_clamps::case_1_zero ... ok
test time::duration::tests::saturating_from_nanos_i64_clamps::case_2_positive ... ok
test time::duration::tests::saturating_from_nanos_i64_clamps::case_3_negative_clamps_to_zero ... ok
test time::duration::tests::saturating_from_nanos_i64_clamps::case_4_min_clamps_to_zero ... ok
test time::duration::tests::saturating_from_nanos_i64_clamps::case_5_max ... ok
test time::duration::tests::std_try_new_is_total ... ok
test time::duration::tests::std_try_new_range::case_1_max_u64_seconds ... ok
test time::duration::tests::std_try_new_range::case_2_largest_nanos_without_carry ... ok
test time::duration::tests::std_try_new_range::case_3_carry_overflows_u64_seconds ... ok
test time::duration::tests::stopwatch_clamps_a_negative_time_duration ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_1_zero ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_2_millis ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_3_sub_second_only ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_4_whole_second ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_5_fractional_second ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_6_minutes ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_7_hours ... ok
test time::duration::tests::stopwatch_keeps_subsecond_resolution::case_8_days_stay_in_hours ... ok
test time::duration::tests::time_try_new_range::case_1_max_i64_seconds ... ok
test time::duration::tests::time_try_new_range::case_2_one_second_past_i64 ... ok
test time::duration::tests::time_try_new_range::case_3_carry_crosses_i64 ... ok
test time::duration::tests::time_try_new_range::case_4_past_u64_seconds ... ok
test time::duration::tests::time_try_new_range::case_5_carry_overflows_u64_seconds ... ok
test string::trim::tests::agrees_with_str_trim_start_matches ... ok
test time::duration::tests::try_new_sums_components::case_1_whole_seconds ... ok
test time::duration::tests::try_new_sums_components::case_2_carries_up ... ok
test time::duration::tests::try_new_sums_components::case_3_only_nanos ... ok
test time::offset_date_time::tests::datetime_formats_render_as_documented ... ok
test time::offset_date_time::tests::display_matches_the_format_descriptors::case_1_epoch ... ok
test time::offset_date_time::tests::display_matches_the_format_descriptors::case_2_single_digit_components ... ok
test time::offset_date_time::tests::display_matches_the_format_descriptors::case_3_year_one ... ok
test time::offset_date_time::tests::display_matches_the_format_descriptors::case_4_negative_year ... ok
test time::offset_date_time::tests::display_matches_the_format_descriptors::case_5_max ... ok
test time::duration::tests::time_try_new_tracks_std_try_new ... ok
test time::offset_date_time::tests::from_timespec_guards_a_hole_upstream_still_has ... ok
test time::offset_date_time::tests::from_timespec_agrees_with_upstream_in_the_sound_range ... ok
test time::offset_date_time::tests::from_timespec_range::case_01_max_instant ... ok
test time::offset_date_time::tests::from_timespec_range::case_02_one_nano_past_max ... ok
test time::offset_date_time::tests::from_timespec_range::case_03_one_second_past_max ... ok
test time::offset_date_time::tests::from_timespec_range::case_04_min_instant ... ok
test time::offset_date_time::tests::from_timespec_range::case_05_one_nano_before_min ... ok
test time::offset_date_time::tests::from_timespec_range::case_06_one_second_before_min ... ok
test time::offset_date_time::tests::from_timespec_range::case_07_truncation_point_2_63 ... ok
test time::offset_date_time::tests::from_timespec_range::case_08_truncation_point_2_64 ... ok
test time::offset_date_time::tests::from_timespec_range::case_09_i128_overflow_high ... ok
test time::offset_date_time::tests::from_timespec_range::case_10_i128_overflow_low ... ok
test time::offset_date_time::tests::from_timespec_range::case_11_i128_overflow_nsecs ... ok
test time::offset_date_time::tests::from_timespec_sums_components::case_1_zero ... ok
test time::offset_date_time::tests::from_timespec_sums_components::case_2_whole_seconds ... ok
test time::offset_date_time::tests::from_timespec_sums_components::case_3_sub_second ... ok
test time::offset_date_time::tests::from_timespec_sums_components::case_4_carries_up ... ok
test time::offset_date_time::tests::from_timespec_sums_components::case_5_borrows_down ... ok
test time::offset_date_time::tests::from_timespec_sums_components::case_6_before_epoch ... ok
test time::offset_date_time::tests::from_timespec_is_total ... ok
test time::offset_date_time::tests::from_unix_nanos_i64_is_total::case_1_min ... ok
test time::offset_date_time::tests::from_unix_nanos_i64_is_total::case_2_negative ... ok
test time::offset_date_time::tests::from_unix_nanos_i64_is_total::case_3_epoch ... ok
test time::offset_date_time::tests::from_unix_nanos_i64_is_total::case_4_typical ... ok
test time::offset_date_time::tests::from_unix_nanos_i64_is_total::case_5_max ... ok
test time::offset_date_time::tests::from_unix_nanos_u64_is_total::case_1_zero ... ok
test time::offset_date_time::tests::from_unix_nanos_u64_is_total::case_2_typical ... ok
test time::offset_date_time::tests::from_unix_nanos_u64_is_total::case_3_max ... ok
test time::offset_date_time::tests::saturating_duration_since_clamps::case_1_an_hour ... ok
test time::offset_date_time::tests::saturating_duration_since_clamps::case_2_same_instant ... ok
test time::offset_date_time::tests::saturating_duration_since_clamps::case_3_future_clamps_to_zero ... ok
test time::offset_date_time::tests::try_unix_nanos_i64_round_trips::case_1_epoch ... ok
test time::offset_date_time::tests::try_unix_nanos_i64_round_trips::case_2_typical ... ok
test time::offset_date_time::tests::try_unix_nanos_i64_round_trips::case_3_max_i64 ... ok
test time::offset_date_time::tests::try_unix_nanos_u64_rejects_pre_epoch ... ok
test time::offset_date_time::tests::try_unix_nanos_u64_round_trips::case_1_epoch ... ok
test time::offset_date_time::tests::try_unix_nanos_u64_round_trips::case_2_typical ... ok
test time::offset_date_time::tests::try_unix_nanos_u64_round_trips::case_3_max_u64 ... ok
test time::utc_offset::tests::resolve_spec_accepts_anything_stringlike ... ok
test time::utc_offset::tests::resolve_spec_rejects_invalid::case_1_no_sign ... ok
test time::utc_offset::tests::resolve_spec_local_queries_the_system ... ok
test time::utc_offset::tests::resolve_spec_rejects_invalid::case_2_garbage ... ok
test time::utc_offset::tests::resolve_spec_returns_the_offset::case_1_utc ... ok
test time::utc_offset::tests::resolve_spec_returns_the_offset::case_2_zero ... ok
test time::utc_offset::tests::resolve_spec_returns_the_offset::case_3_plus ... ok
test time::utc_offset::tests::resolve_spec_returns_the_offset::case_4_minus ... ok
test time::utc_offset::tests::resolve_spec_returns_the_offset::case_5_with_seconds ... ok
test time::utc_offset::tests::resolve_spec_returns_the_offset::case_6_uppercase ... ok
test time::utc_offset::tests::spec_wraps_the_resolved_offset ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_1_ten_percent_of_a_thousand ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_2_fraction_of_a_percent ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_3_rounds_down ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_4_zero_of_anything ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_5_all_of_the_max ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_6_half_of_the_max ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_7_anything_of_zero ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_8_more_than_the_whole ... ok
test units::percent::tests::a_share_of_a_u64_works_in_either_order::case_9_saturates ... ok
test string::trim::tests::both_ends_is_the_two_one_sided_trims ... ok
test units::percent::tests::a_float_share_matches_the_formula ... ok
test units::percent::tests::a_share_of_at_most_the_whole_never_exceeds_it ... ok
test units::percent::tests::constants_and_conversions ... ok
test units::percent::tests::displays_with_a_sign::case_1_whole ... ok
test units::percent::tests::displays_with_a_sign::case_2_hundred ... ok
test units::percent::tests::displays_with_a_sign::case_3_fraction ... ok
test units::percent::tests::displays_with_a_sign::case_4_negative ... ok
test units::percent::tests::parses_percentages::case_01_zero ... ok
test units::percent::tests::parses_percentages::case_02_ten ... ok
test units::percent::tests::parses_percentages::case_03_hundred ... ok
test units::percent::tests::parses_percentages::case_04_above_the_whole ... ok
test units::percent::tests::parses_percentages::case_05_far_above_the_whole ... ok
test units::percent::tests::parses_percentages::case_06_fraction ... ok
test units::percent::tests::parses_percentages::case_07_fraction_without_leading_digit ... ok
test units::percent::tests::parses_percentages::case_08_exponent ... ok
test units::percent::tests::parses_percentages::case_09_space_before_sign ... ok
test units::percent::tests::parses_percentages::case_10_surrounding_whitespace ... ok
test units::percent::tests::parses_percentages::case_11_leading_zeros ... ok
test units::percent::tests::percentages_combine_with_each_other ... ok
test units::percent::tests::rejects_invalid_percentages::case_1_empty ... ok
test units::percent::tests::rejects_invalid_percentages::case_2_only_whitespace ... ok
test units::percent::tests::rejects_invalid_percentages::case_3_missing_sign ... ok
test units::percent::tests::rejects_invalid_percentages::case_4_only_sign ... ok
test units::percent::tests::rejects_invalid_percentages::case_5_word ... ok
test units::percent::tests::rejects_invalid_percentages::case_6_nan ... ok
test units::percent::tests::rejects_invalid_percentages::case_7_infinite ... ok
test units::percent::tests::rejects_invalid_percentages::case_8_negative ... ok
test units::percent::tests::rejects_invalid_percentages::case_9_negative_zero ... ok
test units::percent::tests::serde_uses_the_text_form ... ok
test units::percent::tests::shares_of_floats_are_plain_float_math ... ok
test units::percent::tests::shares_of_the_other_integer_types_saturate_at_their_own_bounds ... ok
test url::tests::append_cases::case_01 ... ok
test url::tests::append_cases::case_02 ... ok
test url::tests::append_cases::case_03 ... ok
test url::tests::append_cases::case_04 ... ok
test url::tests::append_cases::case_05 ... ok
test url::tests::append_cases::case_06 ... ok
test url::tests::append_cases::case_07 ... ok
test url::tests::append_cases::case_08 ... ok
test url::tests::append_cases::case_09 ... ok
test url::tests::append_cases::case_10 ... ok
test url::tests::append_cases::case_11 ... ok
test url::tests::append_cases::case_12 ... ok
test url::tests::append_cases::case_13 ... ok
test url::tests::append_cases::case_14 ... ok
test url::tests::append_cases::case_15 ... ok
test secrets::tests::text_with_nothing_recognisable_is_returned_as_is ... ok
test url::tests::append_encodes_each_segment_independently ... ok
test url::tests::append_path_cases::case_1 ... ok
test url::tests::append_path_cases::case_2 ... ok
test url::tests::append_path_cases::case_3 ... ok
test url::tests::append_path_cases::case_4 ... ok
test url::tests::append_path_cases::case_5 ... ok
test url::tests::append_path_cases::case_6 ... ok
test url::tests::append_path_cases::case_7 ... ok
test url::tests::cannot_be_a_base_url_is_an_error ... ok
test url::tests::dot_lookalikes_are_still_appended ... ok
test url::tests::dot_segments_are_rejected::case_1 ... ok
test url::tests::dot_segments_are_rejected::case_2 ... ok
test url::tests::dot_segments_are_rejected_by_append_path ... ok
test utils::tests::dumb_random_test::_n_1____8_ ... ok
test utils::tests::dumb_random_test::_n_2____16_ ... ok
test utils::tests::dumb_random_test::_n_3____32_ ... ok
test utils::tests::in_git_repo_regular ... ok
test units::percent::tests::an_integer_share_keeps_the_sign ... ok
test utils::tests::test_dirs ... ok
test utils::tests::in_git_repo_worktree_resolves_to_main_repo ... ok
test units::percent::tests::display_round_trips ... ok
test secrets::tests::redaction_is_idempotent ... ok
test sync::sharded_mutex::tests::colliding_keys_serialise ... ok
test sync::sharded_mutex::tests::the_same_key_waits_for_its_holder ... ok
test secrets::tests::the_credential_dense_generator_reaches_the_owned_path ... ok
test secrets::tests::many_login_mentions_on_one_line_stay_linear ... ok
test secrets::tests::irregularly_spaced_login_mentions_stay_fast ... ok
test secrets::tests::a_hostile_capture_does_not_slow_later_scans_on_the_same_thread ... ok
test secrets::tests::each_prefilter_matches_exactly_where_its_pattern_does ... ok

test result: ok. 989 passed; 0 failed; 0 ignored; 0 measured; 0 filtered out; finished in 17.45s

